years_experience,education,job_title,location,company_size,salary,skill_score
2.8,High School,Junior Developer,Delhi,Medium,42821.0,13.1
4.4,Master,Junior Developer,Delhi,Small,52236.0,32.5
8.9,Bachelor,Data Scientist,Remote,Small,86216.0,48.2
2.7,Master,Lead,Mumbai,Medium,86163.0,39.6
0.2,Bachelor,Junior Developer,Mumbai,Medium,47283.0,32.5
6.2,Bachelor,Senior Developer,Mumbai,Medium,87263.0,55.0
3.5,Bachelor,Senior Developer,Hyderabad,Medium,62504.0,43.1
4.9,High School,Junior Developer,Pune,Medium,31165.0,31.7
0.7,Bachelor,Developer,Bangalore,Medium,41068.0,46.6
2.1,Master,Senior Developer,Mumbai,Medium,70835.0,49.0
5.8,Master,Analyst,Mumbai,Large,95363.0,34.8
1.0,Bachelor,Developer,Mumbai,Small,31753.0,36.3
4.7,Bachelor,Analyst,Delhi,Medium,64017.0,38.1
3.2,High School,Lead,Mumbai,Small,67346.0,41.0
1.8,Master,Data Scientist,Bangalore,Medium,96933.0,45.9
1.6,High School,Senior Developer,Mumbai,Large,66116.0,56.1
1.3,Master,Developer,Bangalore,Medium,64127.0,41.4
3.5,Bachelor,Analyst,Hyderabad,Large,73857.0,43.4
3.8,Bachelor,Junior Developer,Pune,Medium,47806.0,38.0
2.5,Master,Analyst,Delhi,Large,80313.0,39.3
1.3,High School,Analyst,Bangalore,Medium,68483.0,47.5
4.6,Bachelor,Lead,Remote,Small,75674.0,43.4
6.3,Bachelor,Manager,Hyderabad,Small,105445.0,40.0
5.2,Bachelor,Manager,Pune,Medium,88424.0,29.4
12.0,Bachelor,Junior Developer,Pune,Small,55320.0,71.1
2.9,Bachelor,Lead,Pune,Medium,67143.0,41.2
8.3,Master,Lead,Bangalore,Medium,95123.0,48.4
1.9,High School,Lead,Hyderabad,Large,92015.0,46.0
1.7,Master,Lead,Mumbai,Medium,85224.0,30.9
3.7,High School,Manager,Remote,Medium,92754.0,39.8
9.5,Bachelor,Developer,Hyderabad,Large,67053.0,58.3
2.6,Bachelor,Lead,Hyderabad,Large,79772.0,34.3
0.7,High School,Developer,Hyderabad,Small,26670.0,34.5
6.2,High School,Analyst,Bangalore,Medium,59890.0,60.1
3.1,PhD,Analyst,Remote,Medium,86585.0,27.9
4.2,Bachelor,Lead,Bangalore,Medium,87006.0,47.5
1.7,High School,Senior Developer,Remote,Medium,50069.0,36.8
3.6,High School,Data Scientist,Remote,Large,81133.0,42.3
0.8,Master,Senior Developer,Bangalore,Medium,74047.0,41.1
10.9,Master,Analyst,Remote,Medium,77483.0,63.2
7.0,Bachelor,Data Scientist,Hyderabad,Large,94896.0,55.8
3.5,High School,Senior Developer,Bangalore,Small,60223.0,47.7
6.1,Bachelor,Lead,Remote,Medium,67575.0,43.3
1.9,High School,Developer,Pune,Medium,53739.0,38.7
6.8,High School,Data Scientist,Bangalore,Small,70856.0,47.9
2.5,Bachelor,Manager,Delhi,Medium,82820.0,36.2
2.4,Bachelor,Junior Developer,Bangalore,Small,45718.0,34.0
1.4,Bachelor,Data Scientist,Bangalore,Large,104682.0,38.9
4.6,Bachelor,Data Scientist,Bangalore,Medium,98141.0,44.6
3.4,Master,Manager,Remote,Medium,100815.0,44.1
8.5,Master,Lead,Bangalore,Medium,110695.0,55.3
1.3,Bachelor,Senior Developer,Delhi,Small,42868.0,17.9
4.6,Bachelor,Senior Developer,Mumbai,Small,61025.0,44.1
7.4,Bachelor,Analyst,Bangalore,Medium,65511.0,52.8
3.9,Bachelor,Developer,Pune,Medium,64597.0,44.1
2.5,Master,Lead,Delhi,Medium,85932.0,31.6
3.8,Bachelor,Manager,Mumbai,Medium,100363.0,29.4
8.0,Master,Lead,Remote,Medium,100287.0,60.2
8.0,Master,Lead,Bangalore,Medium,94102.0,51.3
3.0,Bachelor,Senior Developer,Mumbai,Medium,67304.0,40.7
7.9,Bachelor,Manager,Pune,Small,98151.0,50.9
3.3,High School,Junior Developer,Delhi,Medium,34396.0,39.8
6.0,Bachelor,Data Scientist,Delhi,Large,101999.0,43.5
5.0,Bachelor,Senior Developer,Remote,Small,53740.0,35.3
2.4,Bachelor,Manager,Remote,Medium,82288.0,41.9
1.5,Master,Developer,Remote,Medium,57631.0,28.5
7.6,High School,Data Scientist,Mumbai,Medium,79937.0,54.4
9.0,Bachelor,Data Scientist,Bangalore,Medium,90316.0,61.1
4.5,Bachelor,Senior Developer,Hyderabad,Small,64290.0,37.6
3.3,Bachelor,Analyst,Delhi,Medium,56842.0,27.9
1.1,Bachelor,Developer,Hyderabad,Small,33715.0,57.6
7.4,Master,Senior Developer,Delhi,Medium,81288.0,46.9
4.1,Bachelor,Lead,Remote,Large,87577.0,48.5
2.7,Bachelor,Analyst,Bangalore,Medium,70950.0,57.5
6.1,High School,Manager,Bangalore,Small,89252.0,56.2
0.9,Bachelor,Developer,Delhi,Large,54993.0,29.7
1.4,Master,Data Scientist,Mumbai,Large,121002.0,33.5
1.9,Bachelor,Senior Developer,Remote,Medium,55762.0,27.4
4.8,Master,Data Scientist,Bangalore,Medium,108268.0,53.2
3.8,Bachelor,Developer,Bangalore,Small,41826.0,47.1
5.3,High School,Data Scientist,Pune,Large,80633.0,40.8
7.1,High School,Senior Developer,Bangalore,Medium,63242.0,40.9
5.4,Bachelor,Analyst,Pune,Large,75380.0,33.0
11.0,Bachelor,Senior Developer,Bangalore,Medium,91640.0,72.9
7.1,Master,Junior Developer,Bangalore,Medium,74559.0,52.5
3.0,Bachelor,Data Scientist,Mumbai,Large,89448.0,41.1
2.1,Bachelor,Junior Developer,Mumbai,Medium,42283.0,28.1
3.1,Bachelor,Analyst,Remote,Small,41867.0,24.7
5.5,Bachelor,Junior Developer,Bangalore,Small,45109.0,56.1
2.3,Bachelor,Data Scientist,Remote,Medium,77919.0,37.3
5.6,High School,Developer,Remote,Small,28599.0,55.9
5.2,High School,Lead,Remote,Medium,72557.0,41.7
1.5,High School,Analyst,Remote,Medium,64101.0,32.1
7.0,High School,Senior Developer,Delhi,Medium,63962.0,58.1
4.4,High School,Manager,Delhi,Medium,79332.0,50.5
10.7,Bachelor,Analyst,Bangalore,Large,93877.0,70.1
3.3,Bachelor,Junior Developer,Delhi,Small,36129.0,36.9
2.6,PhD,Developer,Bangalore,Medium,80552.0,43.9
1.3,High School,Data Scientist,Mumbai,Small,57852.0,45.0
1.3,Bachelor,Developer,Hyderabad,Medium,65257.0,32.9
6.4,Bachelor,Developer,Pune,Large,72558.0,44.1
10.0,High School,Data Scientist,Delhi,Large,94040.0,73.4
3.1,Master,Manager,Delhi,Medium,95490.0,32.8
2.9,High School,Data Scientist,Mumbai,Medium,72690.0,45.0
3.5,Master,Manager,Delhi,Large,121982.0,39.9
7.3,Master,Data Scientist,Bangalore,Large,104450.0,33.5
1.5,Bachelor,Junior Developer,Bangalore,Large,52656.0,45.8
4.0,Bachelor,Manager,Hyderabad,Medium,86507.0,14.4
6.5,Bachelor,Junior Developer,Hyderabad,Large,65874.0,29.7
4.8,Bachelor,Analyst,Hyderabad,Small,53431.0,49.7
0.1,Bachelor,Manager,Bangalore,Small,63270.0,35.6
5.4,High School,Manager,Remote,Small,67601.0,39.8
4.8,High School,Data Scientist,Remote,Small,63804.0,45.9
8.3,Bachelor,Manager,Hyderabad,Medium,94575.0,29.6
9.5,Bachelor,Junior Developer,Hyderabad,Large,77494.0,65.6
8.0,Master,Analyst,Bangalore,Medium,91355.0,56.5
3.5,High School,Data Scientist,Mumbai,Medium,77373.0,40.0
0.7,Master,Senior Developer,Delhi,Medium,77244.0,32.3
2.9,Bachelor,Analyst,Pune,Medium,43512.0,43.6
3.4,Bachelor,Analyst,Remote,Medium,56431.0,39.9
9.9,Bachelor,Junior Developer,Remote,Large,77839.0,41.0
1.8,Bachelor,Analyst,Bangalore,Medium,58213.0,57.4
1.0,High School,Senior Developer,Bangalore,Medium,51102.0,45.0
2.3,Bachelor,Developer,Pune,Medium,69822.0,24.1
1.8,Master,Data Scientist,Pune,Large,115153.0,31.9
0.9,Bachelor,Developer,Hyderabad,Small,43541.0,30.3
3.1,Bachelor,Data Scientist,Pune,Medium,92311.0,50.1
3.6,Master,Analyst,Delhi,Medium,56393.0,19.2
0.8,Master,Data Scientist,Delhi,Medium,84300.0,27.4
2.6,Bachelor,Junior Developer,Remote,Large,51440.0,20.2
1.7,Bachelor,Senior Developer,Delhi,Medium,65512.0,32.2
3.6,Master,Data Scientist,Delhi,Medium,92280.0,36.1
3.9,Bachelor,Senior Developer,Delhi,Large,61400.0,42.5
1.7,Bachelor,Data Scientist,Hyderabad,Medium,84488.0,29.1
7.0,Bachelor,Senior Developer,Remote,Medium,78349.0,43.5
3.4,Master,Developer,Bangalore,Medium,79615.0,46.4
1.8,High School,Junior Developer,Remote,Small,17294.0,39.9
0.8,PhD,Data Scientist,Remote,Medium,89639.0,37.9
4.1,High School,Lead,Remote,Small,36760.0,40.5
4.8,Master,Senior Developer,Pune,Large,89251.0,38.7
2.2,Bachelor,Senior Developer,Bangalore,Medium,76609.0,35.4
3.7,Bachelor,Lead,Pune,Small,64506.0,46.1
9.5,Master,Junior Developer,Hyderabad,Medium,89148.0,36.7
6.2,Bachelor,Senior Developer,Hyderabad,Medium,73347.0,52.5
0.3,Bachelor,Junior Developer,Mumbai,Small,37776.0,34.0
1.8,High School,Senior Developer,Mumbai,Small,38695.0,36.0
3.0,High School,Analyst,Hyderabad,Medium,54298.0,37.5
3.5,Bachelor,Manager,Hyderabad,Medium,74165.0,14.8
3.8,Bachelor,Analyst,Pune,Medium,68150.0,37.0
4.6,High School,Senior Developer,Hyderabad,Medium,67995.0,61.7
3.1,High School,Manager,Bangalore,Medium,92074.0,39.4
3.4,Bachelor,Data Scientist,Pune,Medium,75640.0,37.1
6.4,Bachelor,Junior Developer,Hyderabad,Medium,57084.0,49.4
4.1,Master,Senior Developer,Pune,Medium,84711.0,45.8
1.2,High School,Developer,Pune,Medium,42938.0,40.2
3.6,High School,Developer,Delhi,Large,49278.0,38.5
3.0,Master,Lead,Mumbai,Medium,72864.0,43.2
0.5,Bachelor,Developer,Pune,Large,60776.0,48.3
3.8,Master,Manager,Remote,Medium,96380.0,51.5
1.3,Master,Developer,Pune,Small,45067.0,57.3
6.5,Master,Developer,Remote,Medium,74112.0,42.9
4.6,High School,Developer,Delhi,Medium,47841.0,60.6
1.1,Master,Senior Developer,Hyderabad,Medium,64646.0,25.4
6.3,Master,Lead,Pune,Medium,79148.0,52.4
8.4,Bachelor,Junior Developer,Delhi,Large,61768.0,62.5
2.7,Bachelor,Lead,Bangalore,Medium,99544.0,33.0
3.0,Bachelor,Manager,Delhi,Medium,95782.0,39.9
5.9,High School,Senior Developer,Mumbai,Small,59309.0,56.8
8.0,Bachelor,Data Scientist,Mumbai,Large,105547.0,46.9
0.6,Bachelor,Senior Developer,Hyderabad,Large,72221.0,48.5
1.2,Bachelor,Analyst,Remote,Medium,64738.0,19.8
2.4,Bachelor,Developer,Hyderabad,Medium,48875.0,56.6
2.6,Bachelor,Developer,Remote,Medium,54815.0,47.8
5.8,Bachelor,Manager,Remote,Small,78813.0,46.5
8.0,Master,Data Scientist,Remote,Medium,116521.0,50.0
8.4,High School,Analyst,Remote,Small,55738.0,50.1
0.6,Bachelor,Senior Developer,Mumbai,Medium,77164.0,30.4
1.7,High School,Data Scientist,Mumbai,Medium,69725.0,34.6
2.0,Bachelor,Junior Developer,Pune,Medium,54465.0,48.6
1.6,Master,Lead,Mumbai,Medium,86699.0,54.5
4.6,Master,Senior Developer,Hyderabad,Large,93080.0,45.8
5.0,Bachelor,Data Scientist,Mumbai,Small,94080.0,36.5
3.3,PhD,Junior Developer,Hyderabad,Medium,61258.0,34.4
3.1,High School,Junior Developer,Bangalore,Small,32826.0,37.5
2.5,Bachelor,Analyst,Mumbai,Small,57504.0,27.2
2.7,High School,Analyst,Hyderabad,Small,45560.0,26.3
9.4,Master,Lead,Remote,Medium,95194.0,79.2
5.5,Bachelor,Junior Developer,Delhi,Medium,71690.0,49.5
2.5,Bachelor,Manager,Remote,Large,84641.0,29.2
3.1,Master,Junior Developer,Pune,Medium,69871.0,47.5
4.6,High School,Data Scientist,Hyderabad,Small,76921.0,32.0
1.1,High School,Analyst,Remote,Medium,60407.0,22.3
3.7,Master,Manager,Mumbai,Small,80694.0,33.1
5.3,Bachelor,Analyst,Mumbai,Medium,62649.0,62.4
4.8,High School,Analyst,Bangalore,Small,59536.0,41.9
1.7,Bachelor,Analyst,Delhi,Medium,45384.0,10.7
2.0,Bachelor,Junior Developer,Hyderabad,Medium,34148.0,48.1
0.4,High School,Developer,Remote,Large,41894.0,28.1
5.7,Bachelor,Junior Developer,Delhi,Medium,56936.0,28.6
12.1,High School,Analyst,Bangalore,Large,94938.0,63.1
1.5,Bachelor,Manager,Pune,Small,73518.0,39.7
7.1,Master,Junior Developer,Delhi,Large,73334.0,55.3
11.4,PhD,Analyst,Bangalore,Medium,103291.0,82.2
2.3,Bachelor,Analyst,Hyderabad,Small,54357.0,28.4
3.1,High School,Junior Developer,Pune,Medium,41730.0,39.8
4.0,Master,Junior Developer,Mumbai,Small,52576.0,35.0
4.7,Bachelor,Manager,Bangalore,Medium,78759.0,28.7
4.2,High School,Junior Developer,Mumbai,Small,27059.0,51.5
2.4,Master,Lead,Pune,Medium,98162.0,41.8
5.2,Master,Data Scientist,Bangalore,Large,111897.0,48.4
2.5,Master,Lead,Bangalore,Small,77420.0,41.8
4.4,Master,Manager,Pune,Medium,109745.0,36.3
3.3,Bachelor,Developer,Hyderabad,Medium,45559.0,29.8
0.5,Bachelor,Lead,Bangalore,Large,84197.0,31.9
7.8,Bachelor,Analyst,Pune,Medium,71702.0,65.0
2.0,Bachelor,Data Scientist,Delhi,Medium,79469.0,52.1
8.3,Bachelor,Senior Developer,Mumbai,Medium,83406.0,62.9
6.9,Master,Data Scientist,Bangalore,Small,92298.0,51.0
3.9,Master,Lead,Delhi,Small,70605.0,44.4
4.9,Bachelor,Senior Developer,Bangalore,Medium,76252.0,44.8
5.3,Master,Manager,Hyderabad,Small,82973.0,35.6
2.8,Master,Data Scientist,Pune,Medium,93925.0,38.6
3.0,Bachelor,Developer,Bangalore,Medium,66993.0,25.7
5.1,Bachelor,Senior Developer,Pune,Medium,69952.0,44.1
3.3,Bachelor,Senior Developer,Remote,Small,47228.0,56.3
2.4,Bachelor,Data Scientist,Bangalore,Large,93784.0,45.4
1.7,High School,Lead,Hyderabad,Large,69744.0,25.9
4.5,Bachelor,Senior Developer,Hyderabad,Small,66756.0,42.8
2.0,Bachelor,Manager,Delhi,Medium,86816.0,27.7
6.1,Bachelor,Data Scientist,Hyderabad,Medium,103878.0,47.7
6.4,Master,Manager,Pune,Small,104104.0,59.6
4.8,High School,Data Scientist,Remote,Medium,73375.0,50.9
5.6,Master,Manager,Hyderabad,Small,99925.0,71.6
4.9,Bachelor,Lead,Bangalore,Large,91654.0,56.6
5.9,High School,Data Scientist,Hyderabad,Large,90072.0,49.7
5.7,Master,Analyst,Remote,Medium,71509.0,53.9
4.3,Bachelor,Developer,Pune,Medium,61732.0,40.9
6.9,Bachelor,Lead,Bangalore,Large,110264.0,39.4
2.9,Master,Manager,Delhi,Large,116189.0,51.8
1.8,Bachelor,Data Scientist,Delhi,Large,99975.0,45.5
1.7,Bachelor,Lead,Delhi,Small,74784.0,32.7
2.6,High School,Manager,Bangalore,Small,74610.0,40.5
0.4,Master,Junior Developer,Delhi,Medium,45686.0,43.6
3.9,Bachelor,Junior Developer,Hyderabad,Medium,64408.0,50.2
5.3,Bachelor,Senior Developer,Bangalore,Small,80035.0,31.3
6.4,Bachelor,Developer,Bangalore,Small,50929.0,51.6
0.7,Bachelor,Junior Developer,Bangalore,Large,53434.0,30.4
1.7,Master,Analyst,Mumbai,Large,87299.0,46.2
6.0,Bachelor,Manager,Pune,Medium,98407.0,58.3
2.9,Bachelor,Lead,Mumbai,Large,90184.0,51.9
5.3,Bachelor,Data Scientist,Mumbai,Medium,81600.0,34.7
1.0,Master,Lead,Mumbai,Large,100446.0,25.2
8.2,Bachelor,Senior Developer,Pune,Medium,82811.0,65.7
1.0,Master,Lead,Mumbai,Small,83807.0,27.1
3.8,Master,Junior Developer,Delhi,Medium,64394.0,26.2
3.9,Bachelor,Lead,Bangalore,Medium,80631.0,47.0
2.2,Bachelor,Junior Developer,Bangalore,Medium,57352.0,31.1
4.7,Bachelor,Junior Developer,Hyderabad,Small,42927.0,62.0
4.8,Master,Developer,Remote,Large,70881.0,47.4
4.5,Bachelor,Senior Developer,Delhi,Small,61555.0,45.1
2.2,Bachelor,Analyst,Pune,Small,35432.0,32.9
1.8,Master,Analyst,Remote,Medium,65142.0,51.3
2.4,Bachelor,Manager,Bangalore,Medium,95307.0,40.8
1.6,Bachelor,Analyst,Mumbai,Medium,64918.0,30.7
7.1,Bachelor,Junior Developer,Hyderabad,Medium,69365.0,43.4
2.6,High School,Data Scientist,Hyderabad,Medium,71096.0,37.1
3.8,Master,Senior Developer,Bangalore,Medium,86499.0,31.6
5.9,High School,Manager,Delhi,Medium,92142.0,58.0
1.6,Bachelor,Analyst,Remote,Small,64943.0,16.7
0.9,Master,Analyst,Hyderabad,Medium,68958.0,31.3
1.6,Bachelor,Data Scientist,Bangalore,Large,84847.0,40.9
4.1,PhD,Lead,Delhi,Small,98983.0,45.7
3.9,PhD,Senior Developer,Bangalore,Medium,107726.0,34.5
4.4,Bachelor,Data Scientist,Bangalore,Large,96220.0,49.8
3.1,High School,Analyst,Delhi,Medium,59929.0,30.4
0.2,Master,Senior Developer,Delhi,Medium,84230.0,30.4
3.0,Bachelor,Senior Developer,Delhi,Large,88137.0,45.5
6.5,High School,Analyst,Bangalore,Small,52004.0,54.1
7.7,Master,Lead,Hyderabad,Small,82812.0,46.3
3.6,High School,Lead,Pune,Large,78550.0,52.8
3.9,Master,Analyst,Pune,Large,86469.0,42.6
5.2,High School,Senior Developer,Bangalore,Medium,72666.0,53.0
7.5,High School,Data Scientist,Bangalore,Medium,87672.0,67.8
3.3,High School,Developer,Hyderabad,Large,51561.0,51.1
5.1,PhD,Junior Developer,Delhi,Medium,78643.0,56.5
2.1,Bachelor,Lead,Bangalore,Small,76081.0,38.2
1.1,Master,Analyst,Mumbai,Small,64237.0,41.2
2.3,Bachelor,Developer,Delhi,Medium,46911.0,39.0
8.7,Bachelor,Lead,Bangalore,Large,100949.0,44.0
5.2,Bachelor,Senior Developer,Mumbai,Large,93983.0,48.6
1.2,Bachelor,Analyst,Remote,Large,54336.0,36.2
5.4,Bachelor,Developer,Hyderabad,Large,52055.0,52.0
1.3,Bachelor,Analyst,Mumbai,Medium,73665.0,32.6
4.4,Bachelor,Data Scientist,Bangalore,Medium,92891.0,35.6
1.5,Master,Data Scientist,Pune,Medium,94854.0,41.1
1.1,High School,Manager,Bangalore,Medium,68585.0,20.2
9.6,PhD,Junior Developer,Pune,Medium,87100.0,73.4
2.6,High School,Junior Developer,Hyderabad,Small,30402.0,35.5
5.1,Bachelor,Lead,Hyderabad,Large,80525.0,47.8
3.4,Bachelor,Junior Developer,Delhi,Medium,62194.0,45.8
1.4,Bachelor,Analyst,Delhi,Medium,61069.0,40.1
2.8,Bachelor,Analyst,Pune,Medium,57431.0,24.3
1.4,Bachelor,Manager,Pune,Medium,81776.0,42.4
14.2,Bachelor,Data Scientist,Hyderabad,Small,80278.0,75.6
5.8,Master,Developer,Mumbai,Large,87347.0,41.0
3.4,Bachelor,Developer,Pune,Small,45895.0,32.7
5.0,Master,Data Scientist,Pune,Small,85447.0,41.7
5.5,Bachelor,Senior Developer,Mumbai,Medium,87228.0,33.5
5.6,Bachelor,Data Scientist,Delhi,Medium,79129.0,64.0
5.4,Bachelor,Developer,Delhi,Large,65026.0,61.1
5.1,Bachelor,Lead,Pune,Large,85400.0,49.8
3.6,Bachelor,Manager,Delhi,Large,98970.0,38.6
9.1,Bachelor,Data Scientist,Delhi,Small,87740.0,55.3
3.8,High School,Senior Developer,Remote,Small,51040.0,49.0
3.5,Bachelor,Lead,Delhi,Medium,78224.0,58.1
3.8,High School,Data Scientist,Hyderabad,Small,58581.0,35.7
4.0,Bachelor,Lead,Bangalore,Large,106488.0,30.8
0.7,Bachelor,Data Scientist,Pune,Medium,97693.0,47.6
1.6,PhD,Lead,Pune,Large,106346.0,16.9
3.1,Master,Analyst,Hyderabad,Small,56146.0,29.2
0.6,High School,Junior Developer,Bangalore,Medium,48004.0,29.3
3.4,Master,Lead,Bangalore,Medium,80226.0,24.6
4.0,Master,Analyst,Hyderabad,Small,61322.0,53.1
1.0,Bachelor,Junior Developer,Mumbai,Medium,42431.0,41.6
2.0,Bachelor,Developer,Mumbai,Medium,45724.0,30.3
7.9,PhD,Junior Developer,Bangalore,Medium,78560.0,66.5
5.0,Bachelor,Lead,Mumbai,Medium,79087.0,59.5
4.8,Master,Manager,Mumbai,Small,95701.0,43.3
7.2,High School,Manager,Mumbai,Medium,90617.0,47.1
1.6,High School,Developer,Bangalore,Medium,38229.0,57.4
1.0,Bachelor,Lead,Mumbai,Small,65036.0,40.2
6.6,Bachelor,Junior Developer,Pune,Medium,53353.0,52.4
3.1,Master,Manager,Remote,Small,92679.0,52.9
1.6,PhD,Data Scientist,Bangalore,Medium,102013.0,37.8
0.7,Bachelor,Senior Developer,Hyderabad,Small,60998.0,27.0
3.8,High School,Lead,Mumbai,Medium,78287.0,42.2
2.9,Master,Analyst,Delhi,Medium,77372.0,49.1
2.5,Bachelor,Analyst,Bangalore,Medium,74103.0,17.6
0.3,High School,Data Scientist,Hyderabad,Large,69645.0,28.0
9.1,Bachelor,Data Scientist,Remote,Medium,89415.0,71.1
0.8,Master,Lead,Pune,Medium,97706.0,27.3
2.7,Master,Senior Developer,Hyderabad,Large,86341.0,53.6
2.3,Bachelor,Manager,Mumbai,Medium,68079.0,51.0
5.1,Bachelor,Senior Developer,Delhi,Medium,72576.0,44.6
0.7,PhD,Developer,Mumbai,Medium,73480.0,26.4
4.7,Bachelor,Junior Developer,Hyderabad,Medium,31463.0,41.2
3.8,Bachelor,Junior Developer,Bangalore,Medium,63271.0,68.0
1.9,Bachelor,Data Scientist,Delhi,Small,67090.0,54.4
4.6,Master,Manager,Delhi,Medium,105829.0,45.1
3.4,Bachelor,Senior Developer,Hyderabad,Small,57992.0,34.1
10.5,High School,Data Scientist,Remote,Medium,75693.0,62.7
2.9,Bachelor,Lead,Remote,Small,57236.0,41.1
1.4,Bachelor,Data Scientist,Mumbai,Medium,76319.0,21.8
4.7,Bachelor,Lead,Hyderabad,Medium,91085.0,44.9
2.6,High School,Lead,Delhi,Medium,68020.0,51.0
3.3,Bachelor,Developer,Hyderabad,Medium,50425.0,21.9
1.0,Bachelor,Developer,Delhi,Large,53523.0,41.3
5.2,High School,Lead,Mumbai,Medium,85969.0,59.3
2.3,High School,Manager,Bangalore,Medium,91314.0,31.3
4.1,Master,Developer,Bangalore,Large,87678.0,59.2
12.2,Master,Developer,Hyderabad,Medium,86339.0,59.7
2.7,Bachelor,Junior Developer,Delhi,Medium,51719.0,42.5
5.6,Master,Data Scientist,Bangalore,Small,81472.0,43.7
2.9,Bachelor,Junior Developer,Delhi,Medium,47833.0,35.6
1.9,PhD,Manager,Mumbai,Large,114329.0,29.5
8.0,Bachelor,Developer,Hyderabad,Medium,49396.0,61.0
0.5,Bachelor,Analyst,Delhi,Medium,66456.0,40.0
6.7,High School,Developer,Hyderabad,Medium,45833.0,49.5
0.4,Bachelor,Senior Developer,Delhi,Large,84368.0,17.6
6.2,PhD,Manager,Remote,Small,109454.0,52.6
3.4,Bachelor,Analyst,Remote,Medium,64254.0,44.4
1.4,Bachelor,Data Scientist,Delhi,Small,76703.0,32.0
2.4,High School,Data Scientist,Mumbai,Medium,70877.0,55.9
5.4,Master,Analyst,Hyderabad,Medium,91663.0,30.6
11.5,Bachelor,Data Scientist,Pune,Small,90345.0,42.3
0.7,Bachelor,Analyst,Delhi,Medium,60815.0,24.8
1.5,PhD,Manager,Delhi,Medium,101807.0,41.6
0.9,High School,Analyst,Remote,Small,27351.0,22.1
2.9,Bachelor,Analyst,Bangalore,Medium,67618.0,28.9
6.3,Master,Senior Developer,Remote,Small,74340.0,58.4
0.8,Bachelor,Senior Developer,Hyderabad,Medium,58285.0,37.0
3.3,Bachelor,Junior Developer,Remote,Medium,35093.0,43.7
6.2,Bachelor,Manager,Pune,Medium,84241.0,56.4
2.4,Master,Manager,Mumbai,Medium,110369.0,32.9
3.9,High School,Senior Developer,Pune,Medium,54894.0,37.9
7.7,Master,Lead,Mumbai,Small,88689.0,61.2
1.3,Master,Lead,Pune,Large,106203.0,20.5
0.5,High School,Junior Developer,Remote,Medium,22023.0,10.1
4.2,Master,Lead,Pune,Small,74584.0,38.3
4.3,Bachelor,Lead,Remote,Large,82450.0,52.2
2.2,Bachelor,Lead,Remote,Small,77345.0,39.2
1.9,Master,Developer,Hyderabad,Medium,77747.0,44.3
3.4,PhD,Junior Developer,Remote,Medium,72813.0,20.0
1.2,High School,Senior Developer,Bangalore,Medium,63667.0,36.8
1.2,Bachelor,Lead,Pune,Large,79757.0,40.1
5.4,Bachelor,Data Scientist,Delhi,Medium,105379.0,32.7
1.2,Bachelor,Analyst,Delhi,Small,51542.0,42.2
0.6,Bachelor,Developer,Delhi,Large,67025.0,30.7
1.9,High School,Lead,Bangalore,Large,77956.0,66.4
2.3,Bachelor,Analyst,Remote,Medium,55456.0,15.1
4.7,Bachelor,Analyst,Pune,Medium,77704.0,57.8
2.0,High School,Developer,Mumbai,Small,39318.0,32.1
8.5,Master,Junior Developer,Mumbai,Medium,84611.0,39.3
3.6,Master,Data Scientist,Hyderabad,Small,87243.0,35.5
1.7,Bachelor,Data Scientist,Bangalore,Small,66613.0,37.9
4.5,Bachelor,Data Scientist,Pune,Medium,81333.0,53.9
8.4,Bachelor,Lead,Remote,Small,77624.0,72.4
5.3,Bachelor,Developer,Delhi,Small,44588.0,60.1
0.8,Bachelor,Data Scientist,Bangalore,Medium,72740.0,22.7
2.4,Master,Analyst,Bangalore,Small,72411.0,48.5
4.0,High School,Analyst,Pune,Small,38641.0,45.9
5.2,High School,Manager,Remote,Small,71506.0,39.1
2.9,High School,Manager,Hyderabad,Small,71169.0,36.6
2.6,High School,Developer,Remote,Medium,35495.0,30.7
10.4,High School,Lead,Hyderabad,Large,105406.0,61.6
5.4,PhD,Lead,Hyderabad,Medium,94863.0,38.9
4.5,Bachelor,Junior Developer,Delhi,Medium,55093.0,33.2
2.1,High School,Junior Developer,Delhi,Small,30169.0,41.1
1.2,Bachelor,Data Scientist,Pune,Small,68966.0,39.9
4.6,Master,Senior Developer,Remote,Small,58825.0,41.9
5.8,Bachelor,Analyst,Hyderabad,Medium,74567.0,61.1
3.3,Bachelor,Junior Developer,Pune,Medium,54548.0,37.3
5.4,Master,Lead,Hyderabad,Medium,88395.0,43.2
5.5,Bachelor,Analyst,Bangalore,Medium,74660.0,53.1
6.0,Bachelor,Senior Developer,Mumbai,Small,70999.0,46.7
0.7,Bachelor,Junior Developer,Mumbai,Medium,37155.0,32.9
2.5,Bachelor,Developer,Hyderabad,Medium,46169.0,12.3
4.8,Bachelor,Manager,Pune,Medium,100706.0,44.6
3.5,Bachelor,Junior Developer,Delhi,Medium,53475.0,22.2
5.5,Bachelor,Junior Developer,Remote,Medium,46486.0,34.3
4.5,Bachelor,Developer,Hyderabad,Large,60132.0,30.1
0.3,High School,Lead,Hyderabad,Large,69477.0,20.5
7.0,High School,Data Scientist,Remote,Medium,75444.0,45.5
2.2,Bachelor,Developer,Delhi,Medium,46632.0,31.7
1.6,Master,Data Scientist,Hyderabad,Small,67266.0,41.4
6.9,Bachelor,Junior Developer,Bangalore,Large,77920.0,52.9
